Identifiant séquentiel unique *,Géométrie *,Nom de la station d'épuration,Numéro de la station d'épuration,Numéro du système de traitement *,Numéro de lieu SAGO,Municipalité(s) desservie(s),Classification,Type de traitement (description),Taille de la station d'épuration,Catégorie de suivi,Date de mise en service,Population de conception,Débit - Calcul de taille (m³/d),Débit de conception (m³/d),DBO5C de conception (kg/d),Latitude de l'émissaire,Longitude de l'émissaire,Lac/Cours d'eau (milieu récepteur),Nom du bassin primaire,Équipements de traitements,Date d'effectivité de l'AA,Nombre d’ouvrages de surverse
487,Point,Station d'épuration de Saint-Fabien,07680-1,618,X2048165,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1996-02-01,1630,1458,1000,97,"482,975","-68,870,833","Porc-Pic, Rivière","Porc-Pic, Rivière",EA (2 cell.),<Nul>,5
488,Point,Station d'épuration de Saint-Épiphane,12030-1,340,X2048159,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1984-01-01,575,"123,8",225,30,"47,898,889","-69,340,278","Cacouna, Rivière","Verte, Rivière",EA (4 cell.); PD,<Nul>,1
489,Point,Station d'épuration de Saint-Pascal,10420-1,615,X2048611,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1986-08-01,3000,1931,2675,850,"47,535,833","-69,831,111","Goudron, Rivière","Kamouraska, Rivière",DÉG GR; EA (4 cell.); PD,<Nul>,3
490,Point,Station d'épuration de Dégelis,09150-1,638,X2048100,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1986-09-01,3500,"2391,9",3350,299,"47,540,833","-68,619,167","Madawaska, Rivière","Saint-Jean, Rivière",EA (3 cell.),<Nul>,8
491,Point,Station d'épuration d'Esprit-Saint,10005-1,920,X2168501,<Nul>,Étangs aérés,Étangs aérés,Très petite,1,2019-04-01,244,95.4,95.4,"14,24","48,073,227","-68,558,907","Touladi, Petit lac","Saint-Jean, Rivière",EA (4 cell.); PD,<Nul>,1
492,Point,Station d'épuration de Pohénégamook,10140-1,578,X2048131,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1985-07-01,2630,"2012,6",1600,145,"47,454,167","-69,200,556","Saint-François, Rivière","Saint-Jean, Rivière",EA (3 cell.); PD,<Nul>,16
493,Point,Station d'épuration de Rimouski (Sainte-Blandine),07620-1,147,X2048138,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1993-09-01,1098,"1574,5","1627,7","62,8","48,38","-68,463,611","Bois Brûlé, Rivière du","Rimouski, Rivière",EA (4 cell.); PD,<Nul>,4
494,Point,Station d'épuration de Cacouna,12057-1,563,X2125183,<Nul>,Étangs aérés,Étangs aérés,Petite,3,2012-01-01,1438,521,521,"72,6","47,927,222","-69,5","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",EA (4 cell.),<Nul>,6
495,Point,Station d'épuration de Saint-Donat (Bas-Saint-Laurent),09030-1,214,X2048158,<Nul>,Étangs aérés à rétention réduite,Étangs aérés à rétention réduite à parois verticales,Très petite,2,1998-12-01,466,"102,3","159,3","23,3","48,501,111","-68,260,556","Sauvages, Ruisseau des","Mitis, Rivière",ERR (4 cell.),<Nul>,4
496,Point,Station d'épuration de Saint-Philippe-de-Néri,14060-1,431,X2101768,<Nul>,Étangs aérés,Étangs aérés,Petite,3,2009-07-01,784,"514,9",700,"40,8","47,471,944","-69,895,556","Chamberland, Ruisseau","Mitis, Rivière",EA (3 cell.); PD,<Nul>,2
497,Point,Station d'épuration de Saint-Antonin (Rivière-Verte),12015-3,841,X2048146,<Nul>,Étangs aérés,Étangs aérés,Petite,3,2010-11-01,2025,"577,3",800,109,"47,803,133","-69,467,382",<Nul>,"Loup, Rivière du",EA (4 cell.); PD,<Nul>,2
498,Point,Station d'épuration de Saint-Alexandre-de-Kamouraska,14035-1,157,X2048144,<Nul>,Boues activées,Boues activées à réacteur biologique séquentiel,Moyenne,4,2004-04-01,1236,"1453,1",1617,942,"476,875","-69,653,889","Fouquette, Rivière","Fouquette, Rivière",BA; DÉG FIN; PD; UV,<Nul>,2
499,Point,Station d'épuration de Saint-Ulric,08073-1,603,X2047472,<Nul>,Étangs aérés à rétention réduite,Étangs aérés à rétention réduite,Très petite,2,2005-02-01,763,"441,7",741,"46,1","48,793,056","-67,689,167","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",ERR (2 cell.),<Nul>,3
500,Point,Station d'épuration de Saint-Mathieu-de-Rioux,11050-1,372,X2048222,<Nul>,Étangs aérés à rétention réduite,Étangs aérés à rétention réduite à parois verticales,Très petite,1,2003-02-01,386,96,149,"23,7","48,191,389","-68,970,833","Sud-Ouest, Rivière du","Sud-Ouest, Rivière du",ERR (4 cell.); PD,<Nul>,2
501,Point,Station d'épuration de La Pocatière,10760-1,184,X2048103,Sainte-Anne-de-la-Pocatière,Étangs aérés,Étangs aérés,Moyenne,5,1991-12-01,5629,4545,6682,448,"47,384,722","-70,050,556","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",EA (4 cell.),<Nul>,6
502,Point,Station d'épuration d'Albertville,07025-1,717,X2154093,<Nul>,Autres,Filtre à tourbe,Très petite,1,2011-06-01,45,"15,8","15,8","2,9","48,328,448","-67,361","Matapédia, Rivière","Ristigouche, Rivière",FT; FS(F),<Nul>,0
503,Point,Station d'épuration de Lac-des-Aigles,13060-1,223,X2048107,<Nul>,Étangs aérés à rétention réduite,Étangs aérés à rétention réduite à parois verticales,Très petite,2,2001-04-01,547,"131,3",270,"33,8","47,978,889","-68,651,389","Horton, Rivière","Saint-Jean, Rivière",ERR (4 cell.); RB,<Nul>,4
504,Point,Station d'épuration de Saint-Arsène,12065-1,843,X2048152,<Nul>,Étangs non aérés,Étangs non aérés à décharge en continu,Très petite,2,1973-01-01,682,351,450,125,"479,124","-694,609","Lebel, Cours d'eau","Loup, Rivière du",ENA (2 cell.),<Nul>,0
505,Point,Station d'épuration de Sayabec,05610-1,460,X2048282,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1989-12-01,1710,2453,1694,"92,3","48,553,611","-67,685,278","Saint-Pierre, Rivière","Ristigouche, Rivière",EA (3 cell.); PD,<Nul>,6
506,Point,Station d'épuration de Saint-Noël,07100-1,412,X2048238,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,1998-02-01,400,"186,8",132,22,"48,581,389","-67,837,222","Tartigou, Rivière","Tartigou, Rivière",EA (4 cell.),<Nul>,1
507,Point,Station d'épuration de Rivière-du-Loup,08720-1,588,X2048141,<Nul>,Étangs aérés,Étangs aérés,Moyenne,5,1997-11-01,14991,"16118,8",18000,1850,"47,839,444","-69,552,778","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",DÉG GR; DESS; EA (4 cell.),<Nul>,21
508,Point,Station d'épuration de Saint-Pacôme,14070-1,434,X2048370,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1998-09-01,1250,534,534,84,"47,421,111","-69,953,889","Ouelle, Rivière","Ouelle, Rivière",EA (2 cell.),<Nul>,6
509,Point,Station d'épuration de Saint-Jean-de-Dieu,11010-1,389,X2109354,<Nul>,Étangs aérés,Étangs aérés,Petite,3,2010-09-01,1435,"798,4",1180,"86,8","48,013,645","-69,048,085","Boisbouscache, Rivière","Trois Pistoles, Rivière des",EA (3 cell.); PD,<Nul>,2
510,Point,Station d'épuration de Val-Brillant,07080-1,607,X2047547,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1975-09-01,736,489,1161,"46,1","48,536,111","-67,546,389","Matapédia, Lac","Ristigouche, Rivière",EA (1 cell.),<Nul>,3
511,Point,Station d'épuration de Sainte-Luce,09095-1,688,X2048375,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1999-02-01,694,"220,9",326,78,"4,853,605","-6,840,601","Loutre, Ruisseau à la","Loutre, Ruisseau à la",EA (2 cell.),<Nul>,6
512,Point,Station d'épuration de Saint-Eusèbe,13030-1,494,X2110052,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,1,2010-07-01,184,"24,5",69,"10,8","47,543,056","-68,911,944","Six, Rivière du","Saint-Jean, Rivière",EA (4 cell.); PD,<Nul>,1
513,Point,Station d'épuration de Matane,06600-1,727,X2048115,<Nul>,Étangs aérés,Étangs aérés,Moyenne,5,1985-08-01,13749,"12078,9",11762,2410,"48,836,944","-675,775","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",DÉG GR; DESS; EA (3 cell.),<Nul>,20
514,Point,Station d'épuration d'Auclair,13045-1,123,X2102217,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,2008-12-01,241,"169,6","190,3","12,8","47,731,222","-68,638,223","Plage, Ruisseau de la","Saint-Jean, Rivière",EA (4 cell.); PD,<Nul>,1
515,Point,Station d'épuration de La Rédemption,09005-1,735,X2124977,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,2012-01-01,310,"156,5","156,5","15,5","48,454,605","-67,897,984","Rouge, Rivière","Mitis, Rivière",EA (4 cell.); PD,<Nul>,0
516,Point,Station d'épuration de Saint-Valérien,07640-1,546,X2048270,<Nul>,Étangs aérés,Étangs aérés,Très petite,1,1993-12-01,280,"73,5",129,"16,2","48,337,778","-68,673,611","Gamache, Rivière","Bic, Rivière du",EA (2 cell.); PD,<Nul>,1
517,Point,Station d'épuration de Sainte-Angèle-de-Mérici,09035-1,98,X2048271,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1995-09-01,609,"435,8",601,34,"48,521,111","-68,094,167","Mitis, Rivière","Mitis, Rivière",EA (2 cell.),<Nul>,1
518,Point,Station d'épuration de Price,09065-1,581,X2069314,<Nul>,Étangs aérés à rétention réduite,Étangs aérés à rétention réduite,Petite,3,2007-11-01,2002,1469,2866,"116,2","48,61","-68,140,833","Mitis, Rivière","Mitis, Rivière",ERR (3 cell.),<Nul>,5
519,Point,Station d'épuration de Sainte-Marguerite-Marie (Matapédia),07005-1,792,X2154100,<Nul>,Autres,Filtre à tourbe,Très petite,1,2004-09-01,63,"11,4","17,8","3,3","4,831,721","-6,708,487","Castor, Ruisseau","Ristigouche, Rivière",FT; FS(F),<Nul>,0
520,Point,Station d'épuration de Rimouski (Secteur des Berges),10065-1,777,X2048111,<Nul>,Étangs aérés à rétention réduite,Étangs aérés à rétention réduite à parois verticales,Très petite,1,2001-01-01,323,"66,7",139,"16,2","4,839,119","-6,868,147","Hâtée, Rivière","Hâtée, Rivière",ERR (3 cell.),<Nul>,0
521,Point,Station d'épuration de Saint-Marc-du-Lac-Long,13020-1,912,X2124794,<Nul>,<Nul>,Étangs aérés à parois verticales et filtre,Très petite,2,2019-01-01,368,110,110,"19,2","47,388,936","-68,889,776","Long, Lac","Saint-Jean, Rivière",EA (3 cell.); FG; PD,<Nul>,3
522,Point,Station d'épuration de Sainte-Luce (Luceville),07530-1,76,X2048377,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1984-11-01,1460,"1039,5",900,94,"485,325","-68,359,722","Tannerie, Ruisseau de la","Loutre, Ruisseau à la",DÉG GR; EA (2 cell.); PD,<Nul>,2
523,Point,Station d'épuration de Sainte-Flavie (Mont-Joli),07510-1,850,X2048334,Mont-Joli; Saint-Joseph-de-Lepage,Étangs aérés,Étangs aérés,Moyenne,5,1996-09-01,7774,8217,13558,563,"486,125","-68,232,222","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",EA (3 cell.),<Nul>,6
524,Point,Station d'épuration de Saint-Octave-de-Métis,09055-1,549,X2048245,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,1,1997-06-01,280,"69,8",122,15,"48,591,111","-68,109,167","Paradis, Ruisseau","Ristigouche, Rivière",EA (3 cell.); UV,<Nul>,1
525,Point,Station d'épuration de Saint-Antonin (Secteur Village),12015-1,216,X2048150,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1988-01-01,1536,"721,5",745,"82,5","47,754,167","-69,475,278","Loup, Petite rivière du","Loup, Rivière du",EA (4 cell.); PD,<Nul>,3
526,Point,Station d'épuration de Saint-Bruno-de-Kamouraska,14010-1,842,X2133671,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,1,2010-10-01,360,"57,5",106,"18,7","47,460,556","-69,754,722","Saint-Denis, Rivière","Kamouraska, Rivière",EA (3 cell.); PD,<Nul>,0
527,Point,Station d'épuration d'Amqui,05430-1,135,X2048087,<Nul>,Étangs aérés,Étangs aérés,Moyenne,5,1986-10-01,4850,"3059,9",3460,703,"48,453,889","-674,175","Matapédia, Rivière","Ristigouche, Rivière",DÉG GR; EA (4 cell.); PD,<Nul>,9
528,Point,Station d'épuration Les Méchins,08005-1,45,X2048112,<Nul>,Dégrillage,Dégrilleur fin,Petite,3,2002-08-01,1228,"626,7",1145,61,"49,004,167","-66,984,444","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",DEG,<Nul>,3
529,Point,Station d'épuration de Saint-Léon-Le-Grand (La Matapédia),07030-1,406,X2048201,<Nul>,Étangs aérés à rétention réduite,Étangs aérés à rétention réduite à parois verticales,Très petite,1,2002-11-01,609,96,208,"31,4","483,875","-67,501,111","Humqui, Rivière","Ristigouche, Rivière",ERR,<Nul>,2
530,Point,Station d'épuration de Notre-Dame-du-Portage,12080-1,285,X2154095,<Nul>,Autres,Segflo et filtre Ecoflex,Très petite,1,2010-09-01,258,"37,9",83,"12,9","47,806,111","-69,585,278","Golf, Ruisseau du","Golf, Ruisseau du",DÉC SEC; FM; FS(F); UV; SFE,<Nul>,1
531,Point,Station d'épuration de L'Isle-Verte,12040-1,235,X2048241,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1997-09-01,1060,"266,7",462,63,"48,019,167","-69,342,778","Verte, Rivière","Verte, Rivière",EA (2 cell.),<Nul>,4
532,Point,Station d'épuration de Sainte-Rita,11015-1,193,X2048278,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,1,1998-11-01,211,"34,9",87,11,"47,951,462","-68,918,305","Est, Ruisseau de l'","Trois Pistoles, Rivière des",EA (4 cell.),<Nul>,1
533,Point,Station d'épuration de Rivière-Ouelle,14065-1,590,X2074151,<Nul>,Étangs aérés à rétention réduite,Étangs aérés à rétention réduite,Très petite,2,2008-06-01,712,"245,6",393,"48,4","47,420,556","-70,006,667","Ouelle, Rivière","Ouelle, Rivière",ERR (2 cell.),<Nul>,5
534,Point,Station d'épuration de Saint-Clément,11005-1,767,X2120308,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,2011-10-01,315,121,121,"18,2","47,920,833","-69,086,944","Sénescoupé, Rivière","Trois Pistoles, Rivière des",EA (4 cell.); PD,<Nul>,0
535,Point,Station d'épuration de Kamouraska,14050-1,156,X2048102,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1996-12-01,462,"102,8",238,"26,3","475,675","-69,855","Kamouraska, Rivière","Kamouraska, Rivière",EA (2 cell.),<Nul>,3
536,Point,Station d'épuration de Saint-Honoré-de-Témiscouata,13090-1,358,X2047750,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,2005-10-01,503,"227,7",254,"29,3","47,723,359","-69,135,304","Petite Fourche, Rivière","Trois Pistoles, Rivière des",EA (4 cell.),<Nul>,2
537,Point,Station d'épuration de Trois-Pistoles,08460-1,827,X2048285,Notre-Dame-des-Neiges,Étangs aérés,Étangs aérés,Moyenne,5,1993-01-01,5093,"3818,5",4199,371,"48,130,833","-691,725","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",EA (3 cell.),<Nul>,4
538,Point,Station d'épuration de Dégelis (Camping municipal),13005-1,746,X2096637,<Nul>,Disques biologiques,Disques biologiques Rotofix,Très petite,1,2003-06-01,60,"10,1",30,<Nul>,"47,580,689","-68,633,893","Témiscouata, Lac","Saint-Jean, Rivière",BD; FG; FS; UV,<Nul>,0
539,Point,Station d'épuration de Rimouski,07570-1,672,X2048134,<Nul>,Étangs aérés,Étangs aérés,Grande,6,1986-12-01,39511,"29255,3",33981,2570,"48,493,056","-68,496,667","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",EA (3 cell.),<Nul>,32
540,Point,Station d'épuration de Saint-Cyprien (Riv.du Loup) (FT),12005-2,298,X2068312,<Nul>,Autres,Filtre à tourbe,Très petite,1,2006-08-01,34,"22,8",22,"3,6","479,025","-69,027,222",<Nul>,"Trois Pistoles, Rivière des",DÉG FIN; FT; FG; FM,<Nul>,1
541,Point,Station d'épuration de Saint-Cyprien (Riv. du Loup),12005-1,299,X2048244,<Nul>,Étangs aérés à rétention réduite,Étangs aérés à rétention réduite à parois verticales,Petite,3,2000-09-01,905,"755,5",507,45,"47,894,722","-69,011,389","Toupiké, Rivière","Trois Pistoles, Rivière des",ERR (4 cell.),<Nul>,1
542,Point,Station d'épuration de Causapscal,05240-1,564,X2048096,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1995-01-01,2340,"698,8",1367,172,"483,375","-67,243,889","Matapédia, Rivière","Ristigouche, Rivière",EA (3 cell.); PD,<Nul>,8
543,Point,Station d'épuration de Saint-Gabriel-de-Rimouski,09025-1,381,X2048167,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,2000-04-01,915,"444,5",505,"45,8","48,429,167","-68,154,722","Rouge, Rivière","Mitis, Rivière",EA (3 cell.),<Nul>,3
544,Point,Station d'épuration MRC des Basques (Parc Mont-St-Mathieu),11050-2,756,X2139795,<Nul>,Autres,Réacteur biologique membranaire Ecoprocess,Très petite,1,2014-01-01,60,80,80,"27,5","4,815,627","-6,901,055",<Nul>,"Sud-Ouest, Rivière du",DÉC PRIM; FM; PD; RBM,<Nul>,0
545,Point,Station d'épuration de Rimouski (Secteur Le Bic),07660-1,144,X2048109,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1986-09-01,2100,"1399,6",1400,115,"48,375,556","-68,708,056","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",EA (3 cell.),<Nul>,3
546,Point,Station d'épuration de Saint-Marc-du-Lac-Long,13020-1,582,X2124794,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,2012-12-01,368,110,110,"19,2","47,388,936","-68,889,776","Long, Lac","Saint-Jean, Rivière",EA (3 cell.); FG; PD,<Nul>,3
547,Point,Station d'épuration de Saint-René-de-Matane,08035-2,621,X2067135,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,2014-01-01,391,313,313,"21,6","48,714,167","-673,925","Matane, Rivière","Matane, Rivière",EA (4 cell.); PD,<Nul>,3
548,Point,Station d'épuration de Sainte-Irène,07040-1,330,X2082049,<Nul>,Autres,Filtre à tourbe Biosor,Très petite,1,2007-09-01,428,"33,1",110,"20,6","48,472,222","-67,568,889","Personne, Ruisseau à","Ristigouche, Rivière",FT; FG; FS(F); RB,<Nul>,1
549,Point,Station d'épuration de Témiscouata-sur-le-Lac (Cabano),09500-1,851,X2048093,<Nul>,Étangs aérés,Étangs aérés,Moyenne,5,1993-02-01,3200,"2632,1",2955,160,"47,669,175","-68,877,719","Cabano, Rivière","Saint-Jean, Rivière",DÉG GR; EA (4 cell.); PD,<Nul>,5
550,Point,Station d'épuration de Saint-Cléophas,07090-1,788,X2136280,<Nul>,Étangs non aérés,Étangs non aérés à décharge en continu,Très petite,2,1978-01-01,175,150,150,"8,8","48,502,222","-677,375","Hector-Jalbert, Cours d'eau","Ristigouche, Rivière",ENA (1 cell.),<Nul>,0
551,Point,Station d'épuration de Témiscouata-sur-le-Lac (N-D-du-Lac),13035-1,516,X2048121,<Nul>,Boues activées,Boues activées avec mesure de débit à l'effluent,Petite,3,1984-01-01,2182,"1413,7",1350,193,"47,613,611","-68,789,444","Témiscouata, Lac","Saint-Jean, Rivière",BE; BA; DÉC SEC; DÉG FIN; DESS; PD; UV,<Nul>,6
552,Point,Station d'épuration de Padoue,09040-1,276,X2014103,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,1,2004-08-01,144,"28,7","61,8","8,4","48,575,833","-67,995,833","Petit Mitis, Rivière du","Petit Mitis, Rivière du",EA (4 cell.),<Nul>,1
553,Point,Station d'épuration de Saguenay (Laterrière),94230-1,314,X2047745,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1984-12-01,1240,"566,8",508,66,"48,309,492","-71,104,667","Moulin, Rivière du","Saguenay, Rivière",EA (3 cell.),<Nul>,3
554,Point,Station d'épuration de Desbiens (Chambord),90160-2,138,X0201770,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1986-09-01,1425,"965,4",1370,447,"48,425","-71,966,667","Métabetchouane, Rivière","Saguenay, Rivière",EA (3 cell.); PD,<Nul>,2
555,Point,Station d'épuration de Saint-Honoré,94510-1,408,X0201755,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1986-01-01,2167,"1608,6",1745,119,"48,523,333","-71,094,444","Caribou, Rivière","Saguenay, Rivière",EA (2 cell.); PD,<Nul>,3
556,Point,Station d'épuration d'Alma (Isle Maligne),93480-3,240,X0201753,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1985-12-01,2986,"2155,4",2229,161,"48,569,722","-71,622,778","Grande Décharge, La","Grande Décharge, La",EA (3 cell.),<Nul>,4
557,Point,Station d'épuration de Chambord,90160-1,120,X0201707,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1982-11-01,1410,"862,4",1004,76,"48,447,778","-72,064,722","Saint-Jean, Lac","Saguenay, Rivière",EA (2 cell.),<Nul>,3
558,Point,Station d'épuration de Girardville,92505-1,28,X0009860,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1994-12-01,1129,760,800,59,"49,012,222","-72,536,111","Ouasiemsca, Rivière","Saguenay, Rivière",EA (2 cell.),<Nul>,1
559,Point,Station d'épuration de Métabetchouan (Lac-à-la-Croix),93240-1,109,15193501,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1991-10-01,525,"298,5",254,47,"48,416,944","-71,789,444","Vouzier, Ruisseau","Saguenay, Rivière",EA (3 cell.); PD,<Nul>,4
560,Point,Station d'épuration de Saint-David-de-Falardeau,94600-1,344,13435581,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1992-10-01,716,"770,3",640,42,"48,638,611","-71,108,056","Clair, Lac","Saguenay, Rivière",EA (2 cell.),<Nul>,1
561,Point,Station d'épuration de Lamarche,93060-1,207,X2117333,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,2011-02-01,404,440,440,"19,3","487,875","-71,413,056","Habitants, Rivière des","Saguenay, Rivière",EA (2 cell.); PD,<Nul>,2
562,Point,Station d'épuration de Saguenay (Shipshaw-Sud),94490-1,171,X2049093,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1994-08-01,663,"466,9",493,33,"48,457,222","-71,263,056","Saguenay, Rivière","Saguenay, Rivière",EA (2 cell.),<Nul>,2
563,Point,Station d'épuration de Saguenay (La Baie),94190-1,678,X2049091,<Nul>,Boues activées,Boues activées à fossé d'oxydation,Moyenne,5,1989-10-01,23421,"13566,3",13866,1150,"483,325","-70,868,889","Saguenay, Rivière","Saguenay, Rivière",BA; DÉC SEC; DÉG GR; DESS AÉRÉ; UV,<Nul>,23
564,Point,Station d'épuration d'Alma (Saint-Coeur-de-Marie),93530-1,132,X2048622,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1986-10-01,1349,"830,6",1107,91,"48,625","-71,688,333","Grande Décharge, La","Grande Décharge, La",EA (2 cell.),<Nul>,5
565,Point,Station d'épuration de Saint-Prime,90190-1,441,X2048326,<Nul>,Étangs aérés,Étangs aérés,Moyenne,4,1987-02-01,1220,1345,1481,291,"48,595","-72,310,556","Saint-Jean, Lac","Saguenay, Rivière",EA (3 cell.); PD,<Nul>,5
566,Point,Station d'épuration de Sainte-Hedwidge,90180-1,87,X2048324,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1988-01-01,714,"534,6",505,39,"48,485,833","-72,357,778","Ouiatchouaniche, Rivière","Saguenay, Rivière",EA (2 cell.),<Nul>,3
567,Point,Station d'épuration de Saint-François-de-Sales,90150-1,693,X2048317,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1989-05-01,692,450,444,37,"48,322,778","-72,141,518",<Nul>,"Saguenay, Rivière",EA (2 cell.),<Nul>,5
568,Point,Station d'épuration de Saint-Ambroise,94090-1,324,X2048307,<Nul>,Étangs aérés,Étangs aérés,Moyenne,5,1997-11-01,3420,"2950,1",2600,350,"48,548,056","-71,325","Aulnaies, Rivière des","Saguenay, Rivière",EA (2 cell.),<Nul>,3
569,Point,Station d'épuration de Péribonka,90270-1,263,X2048303,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1994-09-01,400,"177,6",232,20,"48,765,833","-72,056,111","Péribonka, Rivière","Saguenay, Rivière",EA (2 cell.); PD,<Nul>,2
570,Point,Station d'épuration de Larouche,94440-1,209,X2048301,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1984-12-01,673,"585,3",595,37,"48,451,567","-71,523,116",<Nul>,"Saguenay, Rivière",EA (2 cell.),<Nul>,2
571,Point,Station d'épuration de L'Ascension-de-Notre-Seigneur,93065-1,211,X2048297,<Nul>,Étangs aérés,Étangs aérés,Petite,3,2002-02-01,1686,"2005,4",1473,85,"48,684,444","-71,661,111","Petit Mistouk, Le","Saguenay, Rivière",EA (4 cell.),<Nul>,1
572,Point,Station d'épuration de Saguenay (Saint-Jean-Baptiste),94300-2,175,X2049095,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1991-09-01,572,"317,5",395,81,"48,393,889","-709,775","Gauthier, Rivière","Saguenay, Rivière",EA (2 cell.); PD,<Nul>,2
573,Point,Station d'épuration de Saguenay (Shipshaw-Nord),94490-2,173,X2049092,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1994-12-01,658,"1015,5",837,33,"48,496,389","-71,259,444","Shipshaw, Rivière","Saguenay, Rivière",EA (2 cell.),<Nul>,2
574,Point,Station d'épuration de Saguenay (Jonquière),94420-1,677,X2049077,<Nul>,Boues activées,Boues activées à fossé d'oxydation,Grande,6,1986-03-01,60000,"43416,3",42325,4095,"48,449,722","-71,193,889","Saguenay, Rivière","Saguenay, Rivière",BA; DÉC SEC; DÉG GR; DESS AÉRÉ,<Nul>,37
575,Point,Station d'épuration de Saint-David-de-Falardeau (Valinouët),94245-1,795,X2118700,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,2007-02-01,428,217,214,50,"48,658,611","-70,890,556","Raquette, Ruisseau à la","Saguenay, Rivière",EA (2 cell.),<Nul>,0
576,Point,Station d'épuration de Saint-Augustin (Lac-Saint-Jean),92005-1,287,X2138408,<Nul>,Étangs non aérés,Étangs non aérés à décharge en continu,Très petite,2,1980-01-01,200,"399,2",307,16,"48,793,611","-71,949,722",<Nul>,"Saguenay, Rivière",ENA (2 cell.),<Nul>,2
577,Point,Station d'épuration de Saint-Nazaire,93045-1,586,X2116082,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1978-09-01,964,"573,4","825,6","54,5","48,595,278","-71,551,111",<Nul>,"Saguenay, Rivière",EA (2 cell.),<Nul>,3
578,Point,Station d'épuration de Dolbeau-Mistassini (Mistassini),92022-4,637,X0201752,<Nul>,Étangs aérés,Étangs aérés,Moyenne,5,2008-08-01,5004,"3549,8",3695,330,"48,874,444","-72,203,056","Mistassini, Rivière","Saguenay, Rivière",EA (5 cell.),<Nul>,8
579,Point,Station d'épuration de Saint-Stanislas,92070-1,461,X2137957,<Nul>,Étangs non aérés,Étangs non aérés à décharge en continu,Très petite,2,1965-01-01,100,"415,4",121,<Nul>,"49,000,556","-72,18",<Nul>,"Saguenay, Rivière",ENA (1 cell.),<Nul>,1
